nome_mun,pop2017,muni_code
Mendes,18123,3302809
Mesquita,171280,3302858
Miguel Pereira,24871,3302908
Miracema,26551,3303005
Natividade,14960,3303104
Nil\u00f3polis,158329,3303203
Niter\u00f3i,499028,3303302
Nova Friburgo,185381,3303401
Nova Igua\u00e7u,798647,3303500
Paracambi,50447,3303609
Para\u00edba do Sul,42922,3303708
Paraty,41454,3303807
Paty do Alferes,26991,3303856
Petr\u00f3polis,298235,3303906
Pinheiral,24282,3303955
Pira\u00ed,28222,3304003
Porci\u00fancula,18248,3304102
Porto Real,18829,3304110
Quatis,13785,3304128
Queimados,145386,3304144
Quissam\u00e3,23535,3304151
Resende,126923,3304201
Rio Bonito,58272,3304300
Rio Claro,17988,3304409
Rio das Flores,8984,3304508
Rio das Ostras,141117,3304524
Rio de Janeiro,6520266,3304557
Santa Maria Madalena,10172,3304607
Santo Ant\u00f4nio de P\u00e1dua,41312,3304706
S\u00e3o Francisco de Itabapoana,41191,3304755
S\u00e3o Fid\u00e9lis,37689,3304805
S\u00e3o Gon\u00e7alo,1049826,3304904
S\u00e3o Jo\u00e3o da Barra,35174,3305000
S\u00e3o Jo\u00e3o de Meriti,460461,3305109
S\u00e3o Jos\u00e9 de Ub\u00e1,6953,3305133
S\u00e3o Jos\u00e9 do Vale do Rio Preto,21114,3305158
S\u00e3o Pedro da Aldeia,99906,3305208
S\u00e3o Sebasti\u00e3o do Alto,9094,3305307
Sapucaia,17765,3305406
Saquarema,85175,3305505
Serop\u00e9dica,84416,3305554
Silva Jardim,21253,3305604
Sumidouro,15191,3305703
Tangu\u00e1,32970,3305752
Teres\u00f3polis,176060,3305802
Trajano de Moraes,10352,3305901
Tr\u00eas Rios,79402,3306008
Valen\u00e7a,74237,3306107
Varre-Sai,10597,3306156
Vassouras,35768,3306206
Volta Redonda,265201,3306305
Adamantina,35139,3500105
Adolfo,3609,3500204
Agua\u00ed,35508,3500303
\u00c1guas da Prata,8104,3500402
\u00c1guas de Lind\u00f3ia,18509,3500501
\u00c1guas de Santa B\u00e1rbara,6009,3500550
\u00c1guas de S\u00e3o Pedro,3268,3500600
Agudos,36880,3500709
Alambari,5754,3500758
Alfredo Marcondes,4135,3500808
Altair,4109,3500907
Altin\u00f3polis,16219,3501004
Alto Alegre,4154,3501103
Alum\u00ednio,18324,3501152
\u00c1lvares Florence,3795,3501202
\u00c1lvares Machado,24813,3501301
\u00c1lvaro de Carvalho,5119,3501400
Alvinl\u00e2ndia,3196,3501509
Americana,233868,3501608
Am\u00e9rico Brasiliense,39189,3501707
Am\u00e9rico de Campos,5967,3501806
Amparo,71193,3501905
Anal\u00e2ndia,4845,3502002
Andradina,57350,3502101
Angatuba,24634,3502200
Anhembi,6484,3502309
Anhumas,4053,3502408
Aparecida,36279,3502507
Aparecida d\'Oeste,4329,3502606
Apia\u00ed,24945,3502705
Ara\u00e7ariguama,21038,3502754
Ara\u00e7atuba,194874,3502804
Ara\u00e7oiaba da Serra,32495,3502903
Aramina,5552,3503000
Arandu,6368,3503109
Arape\u00ed,2509,3503158
Araraquara,230770,3503208
Araras,131282,3503307
Arco-\u00cdris,1856,3503356
Arealva,8452,3503406
Areias,3879,3503505
Arei\u00f3polis,11107,3503604
Ariranha,9451,3503703
Artur Nogueira,51986,3503802
Aruj\u00e1,86430,3503901
Asp\u00e1sia,1842,3503950
Assis,102924,3504008
Atibaia,139683,3504107
Auriflama,15085,3504206
Ava\u00ed,5337,3504305
Avanhandava,13112,3504404
Avar\u00e9,89479,3504503
Bady Bassitt,16843,3504602
Balbinos,5188,3504701
B\u00e1lsamo,8908,3504800
Bananal,10867,3504909
Bar\u00e3o de Antonina,3406,3505005
Barbosa,7251,3505104
Bariri,34602,3505203
Barra Bonita,36331,3505302
Barra do Chap\u00e9u,5653,3505351
Barra do Turvo,7781,3505401
Barretos,120638,3505500
Barrinha,31921,3505609
Barueri,267534,3505708
Bastos,21073,3505807
Batatais,61480,3505906
Bauru,371690,3506003
Bebedouro,77761,3506102
Bento de Abreu,2925,3506201
Bernardino de Campos,11180,3506300
Bertioga,59297,3506359
Bilac,7837,3506409
Birigui,120692,3506508
Biritiba-Mirim,31793,3506607
Boa Esperan\u00e7a do Sul,14727,3506706
Bocaina,12040,3506805
Bofete,11236,3506904
Boituva,57910,3507001
Bom Jesus dos Perd\u00f5es,24023,3507100
Bom Sucesso de Itarar\u00e9,3888,3507159
Bor\u00e1,839,3507209
Borac\u00e9ia,4717,3507308
Borborema,15791,3507407
Borebi,2577,3507456
Botucatu,142546,3507506
Bragan\u00e7a Paulista,164163,3507605
Bra\u00fana,5557,3507704
Brejo Alegre,2812,3507753
Brodowski,24092,3507803
Brotas,23858,3507902
Buri,19737,3508009
Buritama,16841,3508108
Buritizal,4408,3508207
Cabr\u00e1lia Paulista,4352,3508306
Cabre\u00fava,47877,3508405
Ca\u00e7apava,92587,3508504
Cachoeira Paulista,32773,3508603
Caconde,19025,3508702
Cafel\u00e2ndia,17645,3508801
Caiabu,4211,3508900
Caieiras,98223,3509007
Caiu\u00e1,5695,3509106
Cajamar,73921,3509205
Cajati,28870,3509254
Cajobi,10444,3509304
Cajuru,25655,3509403
Campina do Monte Alegre,5963,3509452
Campinas,1182429,3509502
Campo Limpo Paulista,82520,3509601
Campos do Jord\u00e3o,51454,3509700
Campos Novos Paulista,4900,3509809
Canan\u00e9ia,12609,3509908
Canas,4975,3509957
C\u00e2ndido Mota,31263,3510005
C\u00e2ndido Rodrigues,2792,3510104
Canitar,5025,3510153
Cap\u00e3o Bonito,47463,3510203
Capela do Alto,20005,3510302
Capivari,54298,3510401
Caraguatatuba,116786,3510500
Carapicu\u00edba,396587,3510609
Cardoso,12328,3510708
Casa Branca,30144,3510807
C\u00e1ssia dos Coqueiros,2591,3510906
Castilho,20362,3511003
Catanduva,120691,3511102
Catigu\u00e1,7700,3511201
Cedral,8971,3511300
Cerqueira C\u00e9sar,19495,3511409
Cerquilho,46733,3511508
Ces\u00e1rio Lange,17587,3511607
Charqueada,16772,3511706
Clementina,8254,3511904
Colina,18376,3512001
Col\u00f4mbia,6225,3512100
Conchal,27554,3512209
Conchas,17638,3512308
Cordeir\u00f3polis,23793,3512407
Coroados,5885,3512506
Coronel Macedo,4840,3512605
Corumbata\u00ed,4054,3512704
Cosm\u00f3polis,69086,3512803
Cosmorama,7374,3512902
Cotia,237750,3513009
Cravinhos,34651,3513108
Cristais Paulista,8424,3513207
Cruz\u00e1lia,2161,3513306
Cruzeiro,81724,3513405
Cubat\u00e3o,128748,3513504
Cunha,21929,3513603
Descalvado,33346,3513702
Diadema,417869,3513801
Dirce Reis,1785,3513850
Divinol\u00e2ndia,11384,3513900
Dobrada,8744,3514007
Dois C\u00f3rregos,26891,3514106
Dolcin\u00f3polis,2136,3514205
Dourado,8909,3514304
Dracena,46324,3514403
Duartina,12549,3514502
Dumont,9468,3514601
Echapor\u00e3,6247,3514700
Eldorado,15436,3514809
Elias Fausto,17393,3514908
Elisi\u00e1rio,3537,3514924
Emba\u00faba,2476,3514957
Embu das Artes,267054,3515004
Embu-Gua\u00e7u,68270,3515103
Emilian\u00f3polis,3197,3515129
Engenheiro Coelho,19497,3515152
Esp\u00edrito Santo do Pinhal,44170,3515186
Esp\u00edrito Santo do Turvo,4713,3515194
Estrela d\'Oeste,8466,3515202
Estrela do Norte,2769,3515301
Euclides da Cunha Paulista,9559,3515350
Fartura,16028,3515400
Fernand\u00f3polis,68670,3515509
Fernando Prestes,5782,3515608
Fern\u00e3o,1691,3515657
Ferraz de Vasconcelos,188868,3515707
Flora Rica,1571,3515806
Floreal,2982,3515905
Fl\u00f3rida Paulista,14282,3516002
Flor\u00ednia,2758,3516101
Franca,347237,3516200
Francisco Morato,171602,3516309
Franco da Rocha,149502,3516408
Gabriel Monteiro,2791,3516507
G\u00e1lia,6776,3516606
Gar\u00e7a,44582,3516705
Gast\u00e3o Vidigal,4683,3516804
Gavi\u00e3o Peixoto,4739,3516853
General Salgado,10951,3516903
Getulina,11362,3517000
Glic\u00e9rio,4800,3517109
Guai\u00e7ara,11869,3517208
Guaimb\u00ea,5737,3517307
Gua\u00edra,40287,3517406
Guapia\u00e7u,20637,3517505
Guapiara,17640,3517604
Guar\u00e1,21081,3517703
Guara\u00e7a\u00ed,8466,3517802
Guaraci,10964,3517901
Guarani d\'Oeste,2017,3518008
Guarant\u00e3,6672,3518107
Guararapes,32654,3518206
Guararema,28978,3518305
Guaratinguet\u00e1,120417,3518404
Guare\u00ed,17551,3518503
Guariba,39216,3518602
Guaruj\u00e1,315563,3518701
Guarulhos,1349113,3518800
Guatapar\u00e1,7546,3518859
Guzol\u00e2ndia,5179,3518909
Hercul\u00e2ndia,9397,3519006
Holambra,14012,3519055
Hortol\u00e2ndia,222186,3519071
Iacanga,11343,3519105
Iacri,6434,3519204
Iaras,8484,3519253
Ibat\u00e9,34226,3519303
Ibir\u00e1,12096,3519402
Ibirarema,7540,3519501
Ibitinga,58715,3519600
Ibi\u00fana,77566,3519709
Ic\u00e9m,8112,3519808
Iep\u00ea,8103,3519907
Igara\u00e7u do Tiet\u00ea,24596,3520004
Igarapava,30073,3520103
Igarat\u00e1,9443,3520202
Iguape,30644,3520301
Ilhabela,33354,3520400
Ilha Comprida,10656,3520426
Ilha Solteira,26540,3520442
Indaiatuba,239602,3520509
Indiana,4931,3520608
Indiapor\u00e3,3951,3520707
In\u00fabia Paulista,3933,3520806
Ipaussu,14766,3520905
Iper\u00f3,34913,3521002
Ipe\u00fana,7177,3521101
Ipigu\u00e1,5178,3521150
Iporanga,4299,3521200
Ipu\u00e3,15932,3521309
Iracem\u00e1polis,23264,3521408
Irapu\u00e3,7878,3521507
Irapuru,8248,3521606
Itaber\u00e1,17879,3521705
Ita\u00ed,26526,3521804
Itajobi,15246,3521903
Itaju,3703,3522000
Itanha\u00e9m,98629,3522109
Ita\u00f3ca,3341,3522158
Itapecerica da Serra,170927,3522208
Itapetininga,160070,3522307
Itapeva,93570,3522406
Itapevi,229502,3522505
Itapira,73844,3522604
Itapirapu\u00e3 Paulista,4186,3522653
It\u00e1polis,42747,3522703
Itaporanga,15165,3522802
Itapu\u00ed,13618,3522901
Itapura,4802,3523008
Itaquaquecetuba,360657,3523107
Itarar\u00e9,50379,3523206
Itariri,17062,3523305
Itatiba,116503,3523404
Itatinga,20158,3523503
Itirapina,17589,3523602
Itirapu\u00e3,6405,3523701
Itobi,7853,3523800
Itu,170157,3523909
Itupeva,57031,3524006
Ituverava,41414,3524105
Jaborandi,6917,3524204
Jaboticabal,76563,3524303
Jacare\u00ed,229851,3524402
Jaci,6728,3524501
Jacupiranga,17900,3524600
Jaguari\u00fana,54204,3524709
Jales,49110,3524808
Jambeiro,6305,3524907
Jandira,121492,3525003
Jardin\u00f3polis,42904,3525102
Jarinu,28540,3525201
Ja\u00fa,146338,3525300
Jeriquara,3202,3525409
Joan\u00f3polis,12947,3525508
Jo\u00e3o Ramalho,4468,3525607
Jos\u00e9 Bonif\u00e1cio,36198,3525706
J\u00falio Mesquita,4733,3525805
Jumirim,3237,3525854
Jundia\u00ed,409497,3525904
Junqueir\u00f3polis,20353,3526001
Juqui\u00e1,19192,3526100
Juquitiba,31027,3526209
Lagoinha,4943,3526308
Laranjal Paulista,27890,3526407
Lav\u00ednia,11156,3526506
Lavrinhas,7150,3526605
Leme,101184,3526704
Len\u00e7\u00f3is Paulista,67185,3526803
Limeira,300911,3526902
Lind\u00f3ia,7695,3527009
Lins,77021,3527108
Lorena,87980,3527207
Lourdes,2270,3527256
Louveira,45922,3527306
Luc\u00e9lia,21461,3527405
Lucian\u00f3polis,2381,3527504
Lu\u00eds Ant\u00f4nio,14021,3527603
Luizi\u00e2nia,5633,3527702
Lup\u00e9rcio,4573,3527801
Lut\u00e9cia,2705,3527900
Macatuba,17111,3528007
Macaubal,8086,3528106
Maced\u00f4nia,3736,3528205
Magda,3185,3528304
Mairinque,46567,3528403
Mairipor\u00e3,95601,3528502
Manduri,9714,3528601
Marab\u00e1 Paulista,5611,3528700
Maraca\u00ed,13981,3528809
Marapoama,2949,3528858
Mari\u00e1polis,4087,3528908
Mar\u00edlia,235234,3529005
Marin\u00f3polis,2140,3529104
Martin\u00f3polis,26123,3529203
Mat\u00e3o,82307,3529302
Mau\u00e1,462005,3529401
Mendon\u00e7a,5302,3529500
Meridiano,3892,3529609
Mes\u00f3polis,1926,3529658
Miguel\u00f3polis,21973,3529708
Mineiros do Tiet\u00ea,12812,3529807
Miracatu,20288,3529906
Mira Estrela,3045,3530003
Mirand\u00f3polis,29315,3530102
Mirante do Paranapanema,18130,3530201
Mirassol,58760,3530300
Mirassol\u00e2ndia,4758,3530409
Mococa,68994,3530508
Mogi das Cruzes,433901,3530607
Mogi Gua\u00e7u,149396,3530706
Mogi Mirim,92365,3530805
Mombuca,3470,3530904
Mon\u00e7\u00f5es,2249,3531001
Mongagu\u00e1,54257,3531100
Monte Alegre do Sul,7871,3531209
Monte Alto,49979,3531308
Monte Apraz\u00edvel,24393,3531407
Monte Azul Paulista,19234,3531506
Monte Castelo,4190,3531605
Monteiro Lobato,4549,3531704
Monte Mor,57240,3531803
Morro Agudo,32220,3531902
Morungaba,13232,3532009
Motuca,4676,3532058
Murutinga do Sul,4453,3532108
Nantes,3049,3532157
Narandiba,4746,3532207
Natividade da Serra,6754,3532306
Nazar\u00e9 Paulista,18121,3532405
Neves Paulista,8999,3532504
Nhandeara,11398,3532603
Nipo\u00e3,4994,3532702
Nova Alian\u00e7a,6733,3532801
Nova Campina,9504,3532827
Nova Cana\u00e3 Paulista,1978,3532843
Nova Castilho,1239,3532868
Nova Europa,10755,3532900
Nova Granada,21071,3533007
Nova Guataporanga,2304,3533106
Nova Independ\u00eancia,3745,3533205
Novais,5527,3533254
Nova Luzit\u00e2nia,3953,3533304
Nova Odessa,58227,3533403
Novo Horizonte,40225,3533502
Nuporanga,7341,3533601
Ocau\u00e7u,4308,3533700
\u00d3leo,2583,3533809
Ol\u00edmpia,54037,3533908
Onda Verde,4286,3534005
Oriente,6473,3534104
Orindi\u00fava,6731,3534203
Orl\u00e2ndia,43306,3534302
Osasco,697886,3534401
Oscar Bressane,2616,3534500
Osvaldo Cruz,32709,3534609
Ourinhos,111813,3534708
Ouroeste,9897,3534757
Ouro Verde,8440,3534807
Pacaembu,14086,3534906
Palestina,12542,3535002
Palmares Paulista,12730,3535101
Palmeira d\'Oeste,9496,3535200
Palmital,22196,3535309
Panorama,15619,3535408
Paragua\u00e7u Paulista,45255,3535507
Paraibuna,18206,3535606
Para\u00edso,6369,3535705
Paranapanema,19730,3535804
Paranapu\u00e3,4051,3535903
Parapu\u00e3,11073,3536000
Pardinho,6259,3536109
Pariquera-A\u00e7u,19537,3536208
Parisi,2150,3536257
Patroc\u00ednio Paulista,14351,3536307
Paulic\u00e9ia,7147,3536406
Paul\u00ednia,102499,3536505
Paulist\u00e2nia,1841,3536570
Paulo de Faria,8953,3536604
Pederneiras,45708,3536703
Pedra Bela,6078,3536802
Pedran\u00f3polis,2547,3536901
Pedregulho,16645,3537008
Pedreira,46598,3537107
Pedrinhas Paulista,3087,3537156
Pedro de Toledo,11136,3537206
Pen\u00e1polis,62738,3537305
Pereira Barreto,25790,3537404
Pereiras,8410,3537503
Peru\u00edbe,66572,3537602
Piacatu,5846,3537701
Piedade,55092,3537800
Pilar do Sul,28718,3537909
Pindamonhangaba,164000,3538006
Pindorama,16656,3538105
Pinhalzinho,14763,3538204
Piquerobi,3693,3538303
Piquete,13976,3538501
Piracaia,26991,3538600
Piracicaba,397322,3538709
Piraju,29790,3538808
Piraju\u00ed,24973,3538907
Pirangi,11323,3539004
Pirapora do Bom Jesus,18174,3539103
Pirapozinho,27021,3539202
Pirassununga,75474,3539301
Piratininga,13335,3539400
Pitangueiras,38889,3539509
Planalto,5067,3539608
Platina,3488,3539707
Po\u00e1,115488,3539806
Poloni,5935,3539905
Pomp\u00e9ia,21674,3540002
Ponga\u00ed,3480,3540101
Pontal,47638,3540200
Pontalinda,4519,3540259
Pontes Gestal,2594,3540309
Populina,4240,3540408
Porangaba,9565,3540507
Porto Feliz,52507,3540606
Porto Ferreira,55432,3540705
Potim,23360,3540754
Potirendaba,17002,3540804
Pracinha,3768,3540853
Prad\u00f3polis,20516,3540903
Praia Grande,310024,3541000
Prat\u00e2nia,5126,3541059
Presidente Alves,4155,3541109
Presidente Bernardes,13420,3541208
Presidente Epit\u00e1cio,43897,3541307
Presidente Prudente,225271,3541406
Presidente Venceslau,39544,3541505
Promiss\u00e3o,39506,3541604
Quadra,3680,3541653
Quat\u00e1,13893,3541703
Queiroz,3267,3541802
Queluz,12949,3541901
Quintana,6530,3542008
Rafard,9054,3542107
Rancharia,29821,3542206
Reden\u00e7\u00e3o da Serra,3908,3542305
Regente Feij\u00f3,19985,3542404
Regin\u00f3polis,9042,3542503
Registro,56430,3542602
Restinga,7384,3542701
Ribeira,3390,3542800
Ribeir\u00e3o Bonito,13060,3542909
Ribeir\u00e3o Branco,17220,3543006
Ribeir\u00e3o Corrente,4644,3543105
Ribeir\u00e3o do Sul,4571,3543204
Ribeir\u00e3o dos \u00cdndios,2243,3543238
Ribeir\u00e3o Grande,7697,3543253
Ribeir\u00e3o Pires,121848,3543303
Ribeir\u00e3o Preto,682302,3543402
Riversul,5792,3543501
Rifaina,3618,3543600
Rinc\u00e3o,10823,3543709
Rin\u00f3polis,10098,3543808
Rio Claro,202952,3543907
Rio das Pedras,33935,3544004
Rio Grande da Serra,49408,3544103
Riol\u00e2ndia,12086,3544202
Rosana,17795,3544251
Roseira,10512,3544301
Rubi\u00e1cea,3046,3544400
Rubin\u00e9ia,3102,3544509
Sabino,5549,3544608
Sagres,2453,3544707
Sales,6144,3544806
Sales Oliveira,11641,3544905
Sales\u00f3polis,16903,3545001
Salmour\u00e3o,5222,3545100
Saltinho,8019,3545159
Salto,116191,3545209
Salto de Pirapora,44397,3545308
Salto Grande,9287,3545407
Sandovalina,4174,3545506
Santa Ad\u00e9lia,15331,3545605
Santa Albertina,5999,3545704
Santa B\u00e1rbara d\'Oeste,191889,3545803
Santa Branca,14667,3546009
Santa Clara d\'Oeste,2134,3546108
Santa Cruz da Concei\u00e7\u00e3o,4409,3546207
Santa Cruz da Esperan\u00e7a,2110,3546256
Santa Cruz das Palmeiras,33455,3546306
Santa Cruz do Rio Pardo,47148,3546405
Santa Ernestina,5662,3546504
Santa F\u00e9 do Sul,31802,3546603
Santa Gertrudes,25637,3546702
Santa Isabel,56014,3546801
Santa L\u00facia,8758,3546900
Santa Maria da Serra,6021,3547007
Santa Mercedes,2945,3547106
Santana da Ponte Pensa,1555,3547205
Santana de Parna\u00edba,131887,3547304
Santa Rita d\'Oeste,2544,3547403
Santa Rita do Passa Quatro,27590,3547502
Santa Rosa de Viterbo,26067,3547601
Santa Salete,1536,3547650
Santo Anast\u00e1cio,21030,3547700
Santo Andr\u00e9,715231,3547809
Santo Ant\u00f4nio da Alegria,6829,3547908
Santo Ant\u00f4nio de Posse,22801,3548005
Santo Ant\u00f4nio do Aracangu\u00e1,8285,3548054
Santo Ant\u00f4nio do Jardim,6029,3548104
Santo Ant\u00f4nio do Pinhal,6800,3548203
Santo Expedito,3057,3548302
Sant\u00f3polis do Aguape\u00ed,4687,3548401
Santos,434742,3548500
S\u00e3o Bento do Sapuca\u00ed,10895,3548609
S\u00e3o Bernardo do Campo,827437,3548708
S\u00e3o Caetano do Sul,159608,3548807
S\u00e3o Carlos,246088,3548906
S\u00e3o Francisco,2850,3549003
S\u00e3o Jo\u00e3o da Boa Vista,90089,3549102
S\u00e3o Jo\u00e3o das Duas Pontes,2601,3549201
S\u00e3o Jo\u00e3o de Iracema,1904,3549250
S\u00e3o Jo\u00e3o do Pau d\'Alho,2132,3549300
S\u00e3o Joaquim da Barra,50921,3549409
S\u00e3o Jos\u00e9 da Bela Vista,8885,3549508
S\u00e3o Jos\u00e9 do Barreiro,4181,3549607
S\u00e3o Jos\u00e9 do Rio Pardo,54734,3549706
S\u00e3o Jos\u00e9 do Rio Preto,450657,3549805
S\u00e3o Jos\u00e9 dos Campos,703219,3549904
S\u00e3o Louren\u00e7o da Serra,15465,3549953
S\u00e3o Lu\u00eds do Paraitinga,10740,3550001
S\u00e3o Manuel,40692,3550100
S\u00e3o Miguel Arcanjo,32910,3550209
S\u00e3o Paulo,12106920,3550308
S\u00e3o Pedro,34898,3550407
S\u00e3o Pedro do Turvo,7624,3550506
S\u00e3o Roque,88473,3550605
S\u00e3o Sebasti\u00e3o,85538,3550704
S\u00e3o Sebasti\u00e3o da Grama,12317,3550803
S\u00e3o Sim\u00e3o,15225,3550902
S\u00e3o Vicente,360380,3551009
Sarapu\u00ed,10034,3551108
Sarutai\u00e1,3681,3551207
Sebastian\u00f3polis do Sul,3411,3551306
Serra Azul,13810,3551405
Serrana,43790,3551504
Serra Negra,28742,3551603
Sert\u00e3ozinho,122643,3551702
Sete Barras,13053,3551801
Sever\u00ednia,17115,3551900
Silveiras,6228,3552007
Socorro,40220,3552106
Sorocaba,659871,3552205
Sud Mennucci,7733,3552304
Sumar\u00e9,273007,3552403
Suzano,290769,3552502
Suzan\u00e1polis,3836,3552551
Tabapu\u00e3,12251,3552601
Tabatinga,16159,3552700
Tabo\u00e3o da Serra,279634,3552809
Taciba,6193,3552908
Tagua\u00ed,13111,3553005
Taia\u00e7u,6255,3553104
Tai\u00fava,5603,3553203
Tamba\u00fa,23267,3553302
Tanabi,25723,3553401
Tapira\u00ed,7973,3553500
Tapiratiba,13062,3553609
Taquaral,2823,3553658
Taquaritinga,56951,3553708
Taquarituba,23240,3553807
Taquariva\u00ed,5715,3553856
Tarabai,7302,3553906
Tarum\u00e3,14547,3553955
Tatu\u00ed,118939,3554003
Taubat\u00e9,307953,3554102
Tejup\u00e1,4677,3554201
Teodoro Sampaio,22914,3554300
Terra Roxa,9227,3554409
Tiet\u00ea,41022,3554508
Timburi,2690,3554607
Torre de Pedra,2395,3554656
Torrinha,9934,3554706
Trabiju,1691,3554755
Trememb\u00e9,45904,3554805
Tr\u00eas Fronteiras,5767,3554904
Tuiuti,6689,3554953
Tup\u00e3,65758,3555000
Tupi Paulista,15321,3555109
Turi\u00faba,2016,3555208
Turmalina,1827,3555307
Ubarana,6080,3555356
Ubatuba,88313,3555406
Ubirajara,4734,3555505
Uchoa,10047,3555604
Uni\u00e3o Paulista,1793,3555703
Ur\u00e2nia,9148,3555802
Uru,1207,3555901
Urup\u00eas,13655,3556008
Valentim Gentil,12800,3556107
Valinhos,124024,3556206
Valpara\u00edso,25632,3556305
Vargem,10143,3556354
Vargem Grande do Sul,42310,3556404
Vargem Grande Paulista,50346,3556453
V\u00e1rzea Paulista,118917,3556503
Vera Cruz,10963,3556602
Vinhedo,75129,3556701
Viradouro,18654,3556800
Vista Alegre do Alto,8335,3556909
Vit\u00f3ria Brasil,1833,3556958
Votorantim,119898,3557006
Votuporanga,92768,3557105
Zacarias,2636,3557154
Chavantes,12487,3557204
Estiva Gerbi,11067,3557303
Abati\u00e1,7768,4100103
Adrian\u00f3polis,6254,4100202
Agudos do Sul,9161,4100301
Almirante Tamandar\u00e9,115364,4100400
Altamira do Paran\u00e1,2948,4100459
Alt\u00f4nia,21988,4100509
Alto Paran\u00e1,14693,4100608
Alto Piquiri,10222,4100707
Alvorada do Sul,11237,4100806
Amapor\u00e3,6084,4100905
Amp\u00e9re,18886,4101002
Anahy,2901,4101051
Andir\u00e1,20769,4101101
\u00c2ngulo,2974,4101150
Antonina,19420,4101200
Ant\u00f4nio Olinto,7587,4101309
Apucarana,132691,4101408
Arapongas,118477,4101507
Arapoti,27906,4101606
Arapu\u00e3,3343,4101655
Araruna,14098,4101705
Arauc\u00e1ria,137452,4101804
Ariranha do Iva\u00ed,2301,4101853
Assa\u00ed,15999,4101903
Assis Chateaubriand,34064,4102000
Astorga,26196,4102109
Atalaia,3999,4102208
Balsa Nova,12602,4102307
Bandeirantes,32486,4102406
Barbosa Ferraz,12300,4102505
Barrac\u00e3o,10314,4102604
Barra do Jacar\u00e9,2828,4102703
Bela Vista da Caroba,3774,4102752
Bela Vista do Para\u00edso,15656,4102802
Bituruna,16627,4102901
Boa Esperan\u00e7a,4392,4103008
Boa Esperan\u00e7a do Igua\u00e7u,2671,4103024
Boa Ventura de S\u00e3o Roque,6665,4103040
Boa Vista da Aparecida,7911,4103057
Bocai\u00fava do Sul,12477,4103107
Bom Jesus do Sul,3733,4103156
Bom Sucesso,7019,4103206
Bom Sucesso do Sul,3358,4103222
Borraz\u00f3polis,7280,4103305
Braganey,5687,4103354
Brasil\u00e2ndia do Sul,2943,4103370
Cafeara,2911,4103404
Cafel\u00e2ndia,17175,4103453
Cafezal do Sul,4245,4103479
Calif\u00f3rnia,8583,4103503
Cambar\u00e1,25401,4103602
Camb\u00e9,105347,4103701
Cambira,7808,4103800
Campina da Lagoa,15042,4103909
Campina do Sim\u00e3o,4062,4103958
Campina Grande do Sul,42547,4104006
Campo Bonito,4162,4104055
Campo do Tenente,7829,4104105
Campo Largo,127309,4104204
Campo Magro,28244,4104253
Campo Mour\u00e3o,94153,4104303
C\u00e2ndido de Abreu,16059,4104402
Cand\u00f3i,15978,4104428
Cantagalo,13505,4104451
Capanema,19364,4104501
Capit\u00e3o Le\u00f4nidas Marques,15850,4104600
Carambe\u00ed,22282,4104659
Carl\u00f3polis,14431,4104709
Cascavel,319608,4104808
Castro,71501,4104907
Catanduvas,10451,4105003
Centen\u00e1rio do Sul,11246,4105102
Cerro Azul,17885,4105201
C\u00e9u Azul,11764,4105300
Chopinzinho,19911,4105409
Cianorte,79571,4105508
Cidade Ga\u00facha,12326,4105607
Clevel\u00e2ndia,17250,4105706
Colombo,237402,4105805
Colorado,23941,4105904
Congonhinhas,8821,4106001
Conselheiro Mairinck,3866,4106100
Contenda,17961,4106209
Corb\u00e9lia,17193,4106308
Corn\u00e9lio Proc\u00f3pio,48677,4106407
Coronel Domingos Soares,7547,4106456
Coronel Vivida,21666,4106506
Corumbata\u00ed do Sul,3617,4106555
Cruzeiro do Igua\u00e7u,4369,4106571
Cruzeiro do Oeste,21237,4106605
Cruzeiro do Sul,4619,4106704
Cruz Machado,18907,4106803
Cruzmaltina,3110,4106852
Curitiba,1908359,4106902
Curi\u00fava,15004,4107009
Diamante do Norte,5389,4107108
Diamante do Sul,3555,4107124
Diamante D\'Oeste,5294,4107157
Dois Vizinhos,39856,4107207
Douradina,8439,4107256
Doutor Camargo,6069,4107306
En\u00e9as Marques,6168,4107405
Engenheiro Beltr\u00e3o,14314,4107504
Esperan\u00e7a Nova,1852,4107520
Entre Rios do Oeste,4406,4107538
Espig\u00e3o Alto do Igua\u00e7u,4447,4107546
Farol,3323,4107553
Faxinal,17306,4107603
Fazenda Rio Grande,95225,4107652
F\u00eanix,4898,4107702
Fernandes Pinheiro,5904,4107736
Figueira,8177,4107751
Flora\u00ed,5103,4107801
Flor da Serra do Sul,4782,4107850
Floresta,6603,4107900
Florest\u00f3polis,11087,4108007
Fl\u00f3rida,2697,4108106
Formosa do Oeste,7133,4108205
Foz do Igua\u00e7u,264044,4108304
Francisco Alves,6350,4108320
Francisco Beltr\u00e3o,88465,4108403
Foz do Jord\u00e3o,5079,4108452
General Carneiro,14038,4108502
Godoy Moreira,3178,4108551
Goioer\u00ea,29664,4108601
Goioxim,7448,4108650
Grandes Rios,6167,4108700
Gua\u00edra,32974,4108809
Guaira\u00e7\u00e1,6591,4108908
Guamiranga,8619,4108957
Guapirama,3934,4109005
Guaporema,2292,4109104
Guaraci,5492,4109203
Guarania\u00e7u,13641,4109302
Guarapuava,180364,4109401
Guaraque\u00e7aba,7923,4109500
Guaratuba,35986,4109609
